"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",127010,2896,122224,0,0.0228013542240768,0,0.0114006771120384
"R",436487,14021,415250,0,0.0321223770696493,0,0.0160611885348246
"T",563497,16916,537474,0,0.0300196806726566,0,0.0150098403363283
