"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",312523,72592,297619,65841,0.232277304390397,0.221225795396127,0.226751549893262
"R",1138155,305363,1089433,276963,0.268296497401496,0.254226739964734,0.261261618683115
"T",1450678,377955,1387052,342804,0.26053679727686,0.247145745076609,0.253841271176734
