"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",3052961,752349,3078982,762017,0.246432561699937,0.247489917121958,0.246961239410947
"R",12948751,3164790,13071947,3205456,0.244408900904805,0.245216416498629,0.244812658701717
"T",16001712,3917140,16150929,3967473,0.244795056928909,0.245649832278998,0.245222444603953
