"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",315980,520,344208,19583,0.00164567377682132,0.0568929252080138,0.0292692994924175
"R",1084920,1861,1250431,70107,0.00171533384950042,0.0560662683506727,0.0288908011000866
"T",1400900,2381,1594639,89690,0.00169962167178243,0.0562447049144038,0.0289721632930931
