"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",864174,129428,750199,99276,0.149770763758225,0.132332887673804,0.141051825716014
"R",3202069,463360,2794038,355413,0.144706438243523,0.127204068090699,0.135955253167111
"T",4066243,592787,3544237,454689,0.145782482748818,0.128289671373557,0.137036077061187
