"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",408456,42829,449900,45822,0.104855847386255,0.10184929984441,0.103352573615332
"R",1520757,153332,1679888,164044,0.10082610173749,0.0976517482117855,0.0992389249746377
"T",1929213,196161,2129788,209866,0.101679285802034,0.0985384460800793,0.100108865941057
