"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",589564,56203,840911,123938,0.0953297691175174,0.147385395125049,0.121357582121283
"R",2099394,201209,3112178,443707,0.0958414666327521,0.142571215399633,0.119206341016193
"T",2688958,257412,3953089,567646,0.0957292750574758,0.14359555274369,0.119662413900583
