"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",264212,31810,270106,24653,0.12039574281259,0.0912715748632019,0.105833658837896
"R",1003706,115243,999666,89316,0.114817486395419,0.0893458415110647,0.102081663953242
"T",1267918,147053,1269772,113969,0.11597989775364,0.0897554836616337,0.102867690707637
