Counts-435,Counts-436,Counts-435,Counts-436
1811,1518,2172,2009
1930,1615,2590,2171
2095,1462,2342,1972
2379,1412,2716,2025
2703,1446,2925,1707
2717,1346,3112,1946
3352,1324,3808,1785
3611,1279,3763,1819
3807,1375,4515,1683
4172,1484,4777,1909
4656,1434,5280,1931
5005,1336,5336,1764
5577,1612,5790,1957
6048,1516,6695,2065
6470,1699,6961,2005
7162,1522,7456,2274
7148,1717,7816,2140
7817,1863,8355,2239
7997,1720,8711,2123
9072,1887,8648,2204
9522,1915,9407,2324
9878,1643,10408,2490
10601,1714,11464,2251
11783,2075,11640,2628
12535,1931,12231,2647
13190,2168,12610,2651
13415,2151,13833,2563
13776,2216,14083,2392
13912,2276,14819,2983
14294,2362,15249,2926
15546,2710,15733,2867
16263,2536,15500,2753
15951,2346,16144,2979
16712,2487,16520,2847
16379,2596,16480,2915
17328,2308,16440,2857
16600,2372,15825,2791
15934,2556,16432,2975
16224,2423,15385,2727
15325,2559,15173,2519
14704,2455,14907,2887
14396,2417,14434,2590
13586,2595,14079,2636
13065,2155,13414,2488
12163,2289,12628,2514
11405,1867,12052,2413
11509,1957,11596,2289
10685,1940,10640,2099
9990,1846,10182,2304
9582,1616,9773,2076
9234,1778,9212,2210
8764,1916,8537,2169
8363,1621,8483,2188
7828,1687,7889,2070
7466,1612,7757,2243
7136,1701,7657,1995
6829,1690,6648,2038
6306,1517,6295,1919
6027,1718,5599,2051
5444,1710,5131,1895
4980,1580,5206,2103
4756,1813,4528,2314
4134,1631,4539,2281
3547,1728,3922,2368
3437,1694,3556,2195
3533,1840,3391,2111
2960,1897,3382,2178
2812,1702,3036,2216
2894,2085,3062,2077
2492,1804,2524,2020
2513,1794,2647,2123
2260,1710,2380,1970
2103,1692,2439,2246
1982,1963,2340,2104
2169,1925,2169,2097
1990,1812,2121,2097
2061,1749,2319,2090
1918,1877,2175,2128
2015,1726,2011,2012
2097,1680,2135,2082
2039,1793,2342,1949
1999,1899,2402,2149
2048,1643,2427,1957
2028,1535,2423,2052
2058,1778,2448,2205
2064,1725,2478,2182
2390,1699,2543,1907
2563,1877,2772,1966
2542,1725,2904,2056
2891,1742,3088,1945
3063,1545,3370,2086
3365,1534,3650,2112
3910,1798,3752,2046
4028,1713,4441,1803
4910,1658,4941,2215
5203,1625,5456,2112
5927,1803,6198,2018
6427,1874,6689,2315
6792,2007,7494,2266
7866,2240,7973,2320
8493,2195,9176,2515
9434,2232,9661,2412
9803,2303,10126,2559
9631,2316,10184,2584
10450,2269,10411,2603
10644,2204,10187,2457
10680,2198,11023,2562
11633,2245,11122,2298
11208,2533,10655,2557
10727,2306,10497,2404
10715,2352,10277,2731
10243,2056,10127,2419
9751,2083,9186,2394
9345,2119,9402,2289
9029,1884,9330,2442
9078,1951,8883,2383
8539,1826,8603,2186
8020,1742,8396,2214
8022,1710,7902,2036
7384,1698,7453,2110
7082,1770,7469,1894
6608,1636,6474,1887
6683,1805,6102,1685
5808,1475,5870,1703
5291,1493,5321,1677
4682,1623,4777,1610
4436,1302,4420,1734
3878,1284,3746,1564
3645,1115,3740,1613
3066,1203,3352,1611
2750,1076,2702,1463
2470,1189,2723,1569
2244,925,2289,1141
1800,1128,2219,1359
1800,1042,2057,1240
1612,1039,2147,1269
1677,997,1796,1304
1380,880,1696,1306
1379,1011,1856,1163
1277,1020,1503,1316
1219,1021,1627,1338
1231,1020,1447,1521
1094,894,1652,1128
1141,1087,1444,1196
1026,1004,1539,1334
1237,937,1552,1274
1171,897,1537,1210
1189,996,1548,1356
1083,1022,1406,1460
1015,1205,1674,1298
1160,1052,1339,1376
998,968,1496,1375
971,1155,1378,1405
1037,954,1653,1387
1013,1016,1612,1445
958,962,1398,1452
1169,1125,1568,1566
973,1011,1396,1493
1017,1092,1416,1512
1057,1202,1596,1562
968,1199,1605,1352
1023,1184,1510,1398
1095,1161,1497,1614
1113,1200,1513,1460
1054,1159,1644,1557
986,1182,1468,1498
1133,1294,1568,1472
1086,1147,1491,1509
994,1123,1691,1337
1101,1193,1670,1592
1209,1138,1760,1555
1174,1012,1529,1547
1146,1201,1706,1609
1240,1034,1617,1315
1297,1142,1791,1541
1259,1124,1795,1317
1401,980,1811,1450
1231,1087,1802,1331
1336,1010,1760,1437
1301,1054,1814,1453
1456,1054,1843,1447
1401,986,1879,1281
1319,983,1934,1441
1270,1109,1806,1471
1433,1033,1790,1525
1563,1139,1706,1559
1288,1225,1973,1664
1603,1262,1847,1667
1664,1483,1898,1850
1525,1746,2264,1976
