"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",698249,188481,636351,172672,0.269933791527091,0.271347102463892,0.270640446995492
"R",2521494,865127,2277394,792565,0.343100955227337,0.348014001968917,0.345557478598127
"T",3219743,1053608,2913745,965237,0.32723357112664,0.331270238129967,0.329251904628303
