"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",1151791,224883,1027320,198452,0.195246359799651,0.193174473387065,0.194210416593358
"R",4277745,880625,3775701,777124,0.205861966994293,0.205822441978324,0.205842204486308
"T",5429536,1105508,4803021,975576,0.203610032238482,0.203117163135452,0.203363597686967
