"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",93605,25282,97270,27366,0.270092409593505,0.281340598334533,0.275716503964019
"R",337904,116044,346199,125612,0.343422984042805,0.362831781720918,0.353127382881861
"T",431509,141326,443469,152978,0.327515764445238,0.344957595683126,0.336236680064182
