"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",55774,9949,60298,11459,0.178380607451501,0.190039470629208,0.184210039040354
"R",208520,45667,232542,52596,0.219005371187416,0.226178496787677,0.222591933987547
"T",264294,55616,292840,64055,0.210432321581269,0.218737194372354,0.214584757976811
