"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",368936,79206,313501,69163,0.214687642301104,0.220614926268178,0.217651284284641
"R",1290213,310165,1139716,270836,0.240398290824848,0.237634638804755,0.239016464814802
"T",1659149,389371,1453217,339999,0.234681152807855,0.233962993826799,0.234322073317327
