"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",818154,197687,769092,181585,0.241625659716875,0.236103092997977,0.238864376357426
"R",3151152,774128,2894125,711074,0.245665077406612,0.245695676586188,0.2456803769964
"T",3969306,971815,3663217,892659,0.24483247197369,0.243681714733252,0.244257093353471
