"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",172308,30381,197483,31845,0.176317988717877,0.161254386453518,0.168786187585697
"R",612373,139447,708828,146170,0.227715787600041,0.206213637158803,0.216964712379422
"T",784681,169827,906311,178015,0.216428077142176,0.196417123923245,0.206422600532711
