"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",1526339,250138,1824576,305532,0.163881025119584,0.167453698831948,0.165667361975766
"R",5069575,1148131,6194020,1402390,0.22647480311466,0.22641031188146,0.22644255749806
"T",6595914,1398269,8018596,1707922,0.211990180587558,0.212995142790583,0.21249266168907
