Counts-435,Counts-436,Counts-435,Counts-436
2180,1172,2542,1566
1862,1201,2434,1648
1756,1405,2437,1819
1766,1440,2443,1905
1619,1699,2127,2230
1663,1826,1803,2004
1511,1974,1902,2265
1471,2136,2099,2410
1287,2220,1807,2497
1252,2395,1750,2872
1095,2555,1743,3180
1183,2592,1580,2929
1037,2888,1665,3128
973,2658,1534,3344
1105,2702,1411,3519
1055,2913,1343,3247
942,3186,1258,3412
984,2909,1312,3226
874,3191,1313,3384
946,2993,1157,3633
872,2952,1202,3420
808,2915,1230,3411
698,2920,1260,3500
767,2988,1040,3635
721,2817,1069,3378
777,2649,1165,3500
694,2789,949,3218
733,2588,1185,3315
678,2586,1016,3043
768,2430,1052,2867
726,2520,1015,2726
716,2360,946,2421
614,2003,985,2568
678,1747,924,2207
561,1725,875,2080
590,1480,987,1903
606,1453,978,1704
484,1290,988,1737
659,1148,836,1461
620,1086,937,1441
638,1030,1033,1221
682,1067,945,1117
727,877,994,1139
752,830,897,1152
757,784,1028,1078
845,620,959,1018
741,679,1094,1028
840,600,1053,898
846,687,1172,933
933,639,1341,881
1109,618,1356,791
1137,626,1507,915
1234,592,1478,885
1295,565,1640,797
1566,605,1788,898
1553,627,1856,863
1884,564,2232,891
1712,618,2158,936
1976,654,2555,957
2012,680,2355,886
2239,728,3029,935
2462,715,3024,942
2487,774,3244,947
3010,697,3481,929
2934,634,3489,978
3295,677,3492,1002
3320,729,3945,980
3608,788,4154,902
4038,788,4524,1085
4201,809,4562,1232
4551,991,5103,1205
4659,914,5203,1173
4776,897,5827,1307
5234,897,5885,1232
5341,996,6328,1300
5973,1050,6269,1425
6068,1089,7008,1282
6397,1107,7352,1259
6287,980,7105,1389
6479,1110,7762,1476
6754,1199,7990,1536
6766,1075,7871,1545
6796,1096,8128,1549
6546,1051,7943,1399
6933,1042,7748,1548
6527,1038,7888,1399
6772,1173,8259,1376
6736,1097,7817,1419
6691,1066,7554,1373
6500,1122,7132,1268
5824,1067,6959,1427
5638,1059,6946,1395
5587,1055,6543,1400
5406,1000,6510,1480
5108,1027,5623,1230
5028,842,6135,1284
4890,965,5465,1146
4617,860,5350,1183
4083,919,5004,1152
4082,948,4582,1276
3881,834,4385,1120
3481,993,3608,1125
3281,976,3747,1113
