"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",63308,13721,72124,15833,0.216734062045871,0.219524707448284,0.218129384747077
"R",240810,46664,280897,53847,0.193779328100992,0.191696600533292,0.192737964317142
"T",304118,60385,353021,69680,0.198557796644723,0.197382025431915,0.197969911038319
