"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",4494623,847208,4331315,828645,0.188493673440464,0.191314877814243,0.189904275627354
"R",16985749,3467542,16648232,3391562,0.204144191698582,0.203719049566344,0.203931620632463
"T",21480372,4314750,20979547,4220207,0.200869426283679,0.201158156560768,0.201013791422224
