"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",53375,15773,56193,15632,0.295512880562061,0.278184115459221,0.286848498010641
"R",205660,63333,211470,62769,0.307950014587183,0.29682224428997,0.302386129438576
"T",259035,79106,267663,78401,0.305387302874129,0.292909367376141,0.299148335125135
