"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",32573664,6490663,30403720,6047479,0.199261065626513,0.198905890463404,0.199083478044959
"R",104569648,22074223,97600392,20566990,0.211095890845879,0.210726510196803,0.210911200521341
"T",137143312,28564886,128004112,26614469,0.208284936271628,0.207918859669133,0.208101897970381
