"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",106293,22645,101149,22088,0.213043191931736,0.218370918150451,0.215707055041094
"R",399031,77013,384964,75121,0.193000042603206,0.195137727164098,0.194068884883652
"T",505324,99658,486113,97209,0.197216043568087,0.199972022965854,0.19859403326697
