"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",93997,17562,91124,17350,0.18683575007713,0.19039989464905,0.18861782236309
"R",372095,70517,355501,69667,0.189513430709899,0.195968506417703,0.192740968563801
"T",466092,88079,446625,87017,0.188973421556259,0.194832353764344,0.191902887660302
