"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",18948,4818,23134,5268,0.25427485750475,0.227716780496239,0.240995819000495
"R",98458,16387,108058,17917,0.166436450059924,0.165809102519018,0.166122776289471
"T",117406,21205,131192,23185,0.180612575166516,0.176725714982621,0.178669145074569
