"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",28369,4763,33551,6926,0.167894532764637,0.206431999046228,0.187163265905433
"R",109948,18939,130600,27543,0.17225415651035,0.210895865237366,0.191575010873858
"T",138317,23702,164151,34469,0.171359991902658,0.209983490810291,0.190671741356474
