"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",29389,7446,22300,6776,0.253360100717956,0.303856502242152,0.278608301480054
"R",119017,29611,96866,26944,0.248796390431619,0.278157454628043,0.263476922529831
"T",148406,37057,119166,33720,0.24970014689433,0.282966617995066,0.266333382444698
