"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",21726616,10668156,21102771,10599064,0.491017837292287,0.502259347836358,0.496638592564322
"R",66543104,36281545,66122540,36046567,0.54523373301011,0.545147948037084,0.545190840523597
"T",88269720,46949701,87225311,46645631,0.531889089486179,0.534771736153512,0.533330412819846
