"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",240718,40735,242838,41222,0.169222908133168,0.169751027433927,0.169486967783548
"R",893943,201959,908648,204371,0.22591932595255,0.224917679893644,0.225418502923097
"T",1134661,242694,1151486,245593,0.213891197458977,0.213283531019917,0.213587364239447
