"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",104560,30786,109497,35316,0.294433817903596,0.322529384366695,0.308481601135146
"R",398670,109443,412901,125547,0.27452027993077,0.304060779702641,0.289290529816705
"T",503230,140229,522398,160863,0.278657870158774,0.307931883353305,0.29329487675604
