"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",181619,26074,183800,24159,0.143564274662893,0.131441784548422,0.137503029605658
"R",684787,129273,698658,119776,0.188778408468619,0.171437241110815,0.180107824789717
"T",866406,155347,882458,143935,0.179300466524932,0.163106912736923,0.171203689630928
