"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",492161,91307,485476,89915,0.185522623694279,0.185209979484053,0.185366301589166
"R",1885171,452689,1865051,445785,0.240131531834513,0.239020273440244,0.239575902637378
"T",2377332,543996,2350527,535700,0.228826264064085,0.227906337600036,0.228366300832061
