"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",310786,41600,316021,41711,0.13385416331495,0.131988064084349,0.132921113699649
"R",1178278,206246,1185627,206797,0.175040185762613,0.174419948263661,0.174730067013137
"T",1489064,247846,1501648,248508,0.166444155523201,0.165490181453976,0.165967168488589
