"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",247939,33129,246766,31499,0.133617543024696,0.127647244758192,0.130632393891444
"R",926961,164249,900887,156166,0.177190841901655,0.173346934743203,0.175268888322429
"T",1174900,197379,1147653,187665,0.167996425227679,0.163520680902677,0.165758553065178
