"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",379517,47378,395126,49515,0.124837622557092,0.125314456654333,0.125076039605713
"R",1543253,234893,1579433,245486,0.152206410744058,0.155426662606138,0.153816536675098
"T",1922770,282271,1974559,295001,0.146804349974256,0.14940095484612,0.148102652410188
