"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",4750169,974112,4822209,965578,0.205068914390204,0.200235618157571,0.202652266273887
"R",16546888,3462901,16475364,3432561,0.209278082984547,0.208345078142128,0.208811580563337
"T",21297057,4437013,21297573,4398138,0.208339255513097,0.206508882490977,0.207424069002037
