"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",496515,62196,504956,62317,0.125265097731186,0.12341075262003,0.124337925175608
"R",1901914,308358,1907721,308959,0.162130359206568,0.161951878707631,0.162041118957099
"T",2398429,370554,2412677,371276,0.15449863222968,0.153885497312736,0.154192064771208
