"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",1596609,346297,1798637,383203,0.216895307492317,0.213051883175983,0.21497359533415
"R",7895551,1716890,8733981,1899865,0.217450308407862,0.217525662123607,0.217487985265734
"T",9492160,2063186,10532618,2283068,0.217356850284867,0.216761682613003,0.217059266448935
