"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",99380,17295,104687,18853,0.174028979673979,0.180089218336565,0.177059099005272
"R",368704,61481,375825,67022,0.166748936816525,0.178333000731724,0.172540968774124
"T",468084,78776,480512,85875,0.16829457960537,0.178715620005328,0.173505099805349
