"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",223368,29728,222147,29671,0.13308978904767,0.133564711654895,0.133327250351283
"R",797766,147385,807103,147103,0.184747156434343,0.182260504545269,0.183503830489806
"T",1021134,177113,1029250,176774,0.173447363421451,0.17175030361914,0.172598833520296
