"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",61287,7766,65916,9559,0.126715290355214,0.145017901571697,0.135866595963456
"R",236602,27608,249296,33983,0.116685404180861,0.136315865477184,0.126500634829022
"T",297889,35374,315212,43543,0.118748929970559,0.138138776442521,0.12844385320654
