Count-435,Count-436,Count-435,Count-436
12603,2573,9831,2675
12500,2146,10807,2444
12845,2197,9890,2509
11353,1847,10602,2618
11075,2037,10107,2717
10753,2173,9033,2586
10367,2303,8993,2585
9760,2199,9515,2572
9510,2269,8490,2586
9181,2242,8182,2361
8950,1881,8140,2423
9300,1846,7748,2210
8867,1903,7737,2269
8429,2128,7189,2135
8196,1987,7097,2065
7260,2054,7125,2523
7291,2243,6416,2355
7703,2153,6414,2721
7903,1941,6191,2386
7429,2264,6620,2847
7667,2347,6328,2901
7096,2472,6193,3155
6720,2851,6497,3363
6618,3058,6260,3385
6506,3084,5693,3729
7143,3390,6192,3621
6972,3404,5705,3727
5914,4004,5709,4581
5489,4700,5311,5055
6458,4570,5305,5103
5947,5075,4901,5067
5879,5445,4842,4942
5247,5129,4681,5670
5415,5237,4626,5538
5332,6306,4711,6171
4721,7366,4557,6211
4143,7191,4188,7554
3954,7206,3782,7573
3943,7625,3954,6693
3247,7814,3534,7894
3314,8166,3300,7367
3680,8424,3266,8158
3101,9393,3213,7878
2998,9041,3061,8455
2939,9033,3091,7895
3166,8806,2935,8630
2490,9873,2849,8188
2391,9001,2822,8928
2889,9043,2905,8847
2361,9117,2767,8164
2508,9369,2753,8765
2040,8915,2741,8029
2303,8632,2671,8519
1909,8632,2605,8867
1751,8381,2750,8611
2223,8155,3060,7852
2198,8234,2959,8383
2175,8496,2718,7955
2047,8004,2921,7413
1867,7705,3079,7440
2013,7041,3205,7539
1921,7173,2881,6895
1834,6804,3124,6792
1890,6209,2893,6388
1880,5933,3099,5729
1982,5255,3461,4998
2090,5239,3504,5291
1992,5001,3188,5017
2148,4195,4103,4907
2060,3883,3869,4565
2089,3069,4204,3763
2020,2935,4180,4081
2700,2961,4231,3366
2785,2916,4526,3099
2631,2739,5070,3304
3272,2140,4978,3065
3840,2204,5667,2995
3738,2528,6060,2946
3678,2393,6612,3187
4301,2197,6519,3018
3822,1913,7226,3171
4324,2024,7668,3120
4389,2150,8046,2903
5078,2102,8939,3072
5397,1860,9829,2977
5702,2028,10943,3214
6780,2076,10594,3449
6761,1954,10658,3643
6666,2101,11629,3418
7638,2057,12413,3372
8563,1964,12262,3288
8633,2222,12794,3979
9643,2226,12792,3604
10161,2328,15255,3749
10757,2112,14127,3777
10718,2260,15244,3771
11357,2526,16329,3866
12271,2338,16624,3990
13037,2623,16025,3432
14079,2873,17880,4166
15057,2554,17784,3932
15052,2905,17872,3809
16127,2738,19896,4227
17016,2929,19632,3960
17976,2824,20696,4476
18344,3150,20584,4182
19696,2925,21536,4623
20224,3326,21840,4198
19808,3097,22648,4343
20120,2986,23040,4966
20736,3512,21864,4464
20904,3286,21304,4218
21624,3289,21888,4207
21160,3160,21288,4117
20728,3086,22648,4403
21184,3247,23080,4376
20112,3121,21024,4483
21024,3220,21264,4046
19880,3310,19320,4203
18728,3088,19328,4185
18272,2838,19584,4001
18024,2958,18864,3876
16880,2823,18080,3557
16331,2917,17632,3952
15526,2572,16284,3819
15311,2630,16127,3699
13720,2624,14890,3486
13677,2937,13968,3324
11408,2665,13989,3433
11049,2607,13250,3772
10148,2708,12014,3468
9268,2313,11445,3360
9139,2620,11186,3412
9106,2415,10678,3453
7712,2612,9551,3600
7815,2483,8969,3597
6833,2397,9086,3191
6398,2440,7967,3459
5817,2402,8092,3339
6153,2438,7049,3781
5607,2749,7178,3479
4933,2972,6573,3725
5468,3003,6360,3581
3977,3099,5968,3582
4289,2645,6176,3429
4166,2740,5972,3553
4011,2681,5701,3514
3184,3052,5378,3237
3570,2860,5037,3260
3751,3049,4707,3177
3607,2877,4762,3035
3348,2876,4781,3250
3443,2750,4669,3221
3775,2747,4482,3196
3569,2881,4596,2796
3354,2790,4771,2980
3319,2961,4289,2773
3764,2376,5080,3093
3854,2731,4783,2849
3956,2399,4927,2886
4261,2730,5448,2958
4802,2419,5405,2526
4936,2539,5160,2937
5687,2581,5644,2669
5468,2555,6235,2395
5944,2494,6051,2542
6324,2581,6846,2609
6692,2379,7984,2488
8602,2418,8119,2556
7601,2351,8233,2626
8784,2542,9013,2640
9379,2818,10078,2657
10647,2581,10157,2980
10624,2550,10648,2823
11370,2571,10955,2896
12062,2986,11836,2724
12963,2713,11430,2674
13888,2623,12406,2692
14344,3020,11618,2568
13705,2821,12143,2831
14539,3072,12435,2592
14022,2772,12277,3020
13837,2923,12518,3105
14959,2939,11622,2803
14581,2581,12341,2887
14572,2829,11777,2947
14865,2734,12933,2841
13929,2482,11663,2767
12970,2704,12650,3177
13638,2635,11280,2971
12715,2394,10975,2814
11234,2358,10167,2664
11907,2325,9445,2772
10951,2216,9215,2534
10328,2272,8710,2466
10191,2157,8051,2353
8707,1819,8153,2162
8605,2392,7819,2209
7594,1997,7028,2052
7275,1886,5579,2194
7299,1718,5617,2038
5624,1625,5129,2379
5235,1931,4825,1892
4540,1583,4242,1670
4107,1385,3900,1826
3908,1332,3303,1776
3485,1374,3705,1693
3388,1297,3074,1898
2523,1373,3202,1680
3240,1355,2873,1690
2410,1612,2418,1836
2267,1140,2803,1677
2370,1437,2195,1417
2135,1430,2288,1770
2285,1337,2391,1811
1968,1481,1945,1485
1783,1257,1963,1606
1968,1432,2046,1514
1881,1558,2157,1801
1769,1419,1934,1502
1830,1474,2369,1524
1330,1394,1934,1817
1807,1294,1821,1715
1856,1472,2099,1649
1569,1471,1732,1734
1744,1461,1745,1719
1543,1390,1968,1648
1648,1370,1852,1844
1585,1375,1866,1637
1605,1365,1827,2094
1723,1718,1845,1560
1675,1666,1584,1788
1575,1647,1582,1944
1608,1557,1876,1937
1613,1504,1883,1677
1300,1727,1801,2060
1566,1556,1630,1784
1440,1784,1775,1942
1493,1484,1750,1831
1457,1311,1670,1733
1480,1405,1874,1640
1457,1532,1802,1629
1450,1417,1699,1611
1262,1281,1860,1949
1284,1450,1836,1832
1588,1577,1666,1408
1430,1310,1430,1548
1392,1451,1926,1568
1368,1393,1725,1820
1511,1047,1774,1610
1271,1383,1790,1666
1242,1386,1814,1824
1437,1422,1773,2050
1660,1339,1914,2100
1621,1544,2069,2075
1740,1458,2030,1997
1699,1875,1910,2433
1917,1652,2308,2136
1768,2134,2214,2805
1905,2369,2308,3114
2026,2776,2360,3334
1974,3280,2684,3595
2531,3116,2357,3616
2404,3154,2767,4548
2696,3736,2682,4488
2772,3715,3191,4672
3164,4417,2917,4966
3050,4821,3591,4954
3372,4753,4250,4920
3595,5544,4045,5764
3831,5214,4562,5621
3994,5960,3883,6452
4474,6770,5045,6688
4872,6177,5171,6253
4669,6079,5499,6947
5511,6534,5758,7254
5698,7088,6215,7567
5838,6897,6513,7391
6164,6966,6456,6937
6699,6988,6724,6829
6964,6934,6591,7051
7276,6898,7073,7733
7897,7108,7242,7743
7574,8252,7478,7378
8202,8191,7323,8094
7793,8266,7231,7802
7789,7498,7061,8104
7789,8499,6837,7610
8170,7616,7184,7685
7715,8434,6749,7491
7316,7788,6716,7472
7163,7661,5924,7330
5994,7233,5441,7155
5462,7160,5308,6630
5580,6903,4744,6754
4770,6478,4619,6925
4745,6603,3806,6391
4748,6519,3512,6164
3957,6754,3485,5770
4112,6236,2888,5484
3043,5848,2927,5521
2975,6060,2992,5246
2625,5814,2994,5654
2868,5455,2766,5899
2805,5409,2633,5181
2313,5689,2412,5378
2743,6104,2435,5079
2422,5622,2239,5018
2289,5387,2476,5019
2361,5566,2461,5071
2619,5055,2493,5680
2377,5472,2817,5564
2376,4897,2365,5612
2548,5434,2815,5774
2643,5800,2728,5599
2728,5460,2736,5707
2530,6041,3098,5867
2780,5837,2938,5965
2760,5649,3352,5615
2645,5475,3067,5547
3155,5351,3338,5897
3246,5438,3446,6462
2696,6124,4271,5941
3044,6064,4472,5888
3850,6966,4477,5954
3582,5898,5126,5950
3638,6611,5139,6332
3908,6581,6010,6370
4117,6418,6581,7077
4988,6647,6564,7050
5412,6418,7258,7178
5910,6682,8090,7860
7020,7011,8560,7726
7877,7090,9945,8088
8498,7811,11174,8036
9510,8398,11591,8398
10439,8110,12355,7734
11640,8635,13606,9339
13172,8628,14019,9086
13679,8823,16000,8779
16776,9033,17696,8948
17856,8871,18752,9378
19568,9805,20752,9104
21176,9473,22592,9820
22904,9808,23864,9374
27064,10357,25208,8803
26744,10299,27776,8537
29752,10234,29016,9474
33128,10488,30008,9698
32520,10809,31856,9268
33576,10164,33368,9415
36240,10219,31432,9203
36760,9661,33248,9299
38184,10689,32040,9920
37672,9228,32000,8199
37880,8875,32424,8171
37192,9231,32272,7624
38840,8375,32400,7775
36784,8556,31008,8193
34496,7731,31248,7236
33416,7796,30376,7264
31744,8104,29464,6644
30840,6710,28792,6106
29728,6894,27288,6309
28088,6616,24528,6701
27256,5918,23824,6029
25192,5975,21560,5714
23136,5500,20992,5328
21728,5126,18344,4524
18848,4559,16776,4566
17808,4535,14866,4900
15153,4176,12868,4417
12885,4099,12015,4023
11117,3599,10239,3536
10804,3372,8986,3684
9446,3487,9232,3899
7910,4023,7332,3804
7073,3499,6616,3824
5914,3327,6180,3536
6495,3339,5578,3273
5427,3142,6420,3520
5803,3283,5189,3577
5816,3417,5066,3896
4938,3398,4710,3296
5173,2954,5397,3432
4754,3631,4659,3552
5411,3272,5898,3570
5907,3322,5768,3557
6555,3653,6617,3625
6660,3636,7182,3872
7680,3478,7123,3760
7848,3653,7493,3800
8097,3924,8511,3891
8779,3984,9209,3850
8950,3882,9392,4048
9510,3769,9935,4018
11573,4081,10683,3900
12394,4190,11121,4169
13390,4200,12268,4341
13923,3908,13202,4202
14996,4464,14088,4266
15750,4498,14608,4792
16297,5142,15871,4618
17696,4776,15465,4676
18312,4479,16384,4473
19376,5004,17536,5171
19608,4965,18304,4695
20856,4811,19112,4962
20344,5113,19112,5033
20488,5108,18352,4951
20608,4773,18200,5005
19440,4919,18704,5370
19608,4535,17160,5361
19432,4839,17064,5171
18864,4629,16704,5137
18200,5713,16367,6223
16184,5267,15985,6409
16576,5587,16305,6349
15264,6129,14930,7508
14930,7151,15406,8269
12962,7019,13310,9130
13214,8369,13086,10853
11010,8835,12403,12080
10196,9318,12235,13056
10152,11201,11350,15059
8471,12739,11490,16656
6983,13680,11198,18168
6952,17352,11094,20864
6729,17656,10061,23024
6174,21688,10123,25816
5626,24688,10310,27560
5738,26920,9617,30824
4889,29616,9617,34560
4967,34192,10190,37304
4720,37584,9808,41304
4780,42520,9239,42624
4103,46056,9263,46832
4572,51344,9207,49944
4750,53456,9086,52072
4362,60904,8981,57728
4603,64504,8870,58032
4332,67728,8169,60728
5164,71744,8133,62256
4414,74272,8116,66320
4185,75840,8092,68264
4207,79224,7974,70464
4412,81648,7837,70992
4250,80536,7108,76848
4175,83032,6882,74896
3884,85256,7035,76512
4365,86136,6316,78152
4080,86648,6214,77624
3445,88120,6165,81168
3422,89464,6076,80544
3401,90040,5791,82696
3489,90216,5756,80960
2935,88072,5382,79808
3367,87184,5124,78592
3202,85512,5201,74192
3133,84672,4667,74712
3142,80488,4809,70704
2843,77304,4755,66280
3259,75128,5358,63160
2980,68664,4521,58640
3253,64976,4834,55128
3359,60936,4693,51584
2992,56824,4150,46416
3264,51280,4391,43048
3266,46024,4658,38512
3202,42624,4938,34424
3647,39344,4771,31176
3505,34640,4324,30000
3751,33384,4525,27632
3228,30920,4753,24496
3263,28464,4969,23952
3615,25760,5094,21832
3715,23528,5362,21000
3695,22720,4348,19888
3878,21960,5109,19480
4196,19672,4882,18152
3982,19216,5174,16584
4417,17440,5474,16338
4168,16712,6175,15470
4457,16083,5266,14895
3878,14871,5922,14451
4477,14467,5420,14349
4103,14185,5842,13638
4562,12855,5672,12975
4592,13238,5703,13042
4320,12539,5400,11513
4951,12705,5724,12244
4443,12368,5639,11563
4775,11930,5462,11719
4768,11563,6165,11092
4657,12291,5963,11802
4432,11685,5043,11077
4827,11154,6111,11181
4471,10700,5518,10962
4600,10519,5856,11083
4177,10987,5586,10934
4155,10062,5018,10395
4428,10617,6188,10323
4374,9494,6265,10101
4231,10017,4810,10187
4653,10247,5112,9292
4669,10141,5312,8946
4863,10230,5239,9343
5080,9611,4873,9334
4302,9091,4993,9501
5052,9989,5847,9302
4283,9469,5258,10093
5010,9566,5364,9982
5040,9689,5234,10619
5691,11003,4954,9914
5188,10100,5966,11107
5466,11523,5642,12784
5792,12514,5645,12409
5991,12748,6222,13819
5921,13482,6284,15591
6499,14956,6548,16297
7087,16584,7458,18528
6788,18712,7911,21080
7894,21216,7216,24920
7847,24448,8366,27128
8472,27792,8467,31392
8654,32112,8348,36544
9506,36264,9653,40688
10336,43544,9722,44952
10845,50720,10057,53136
10826,58256,11467,59288
12025,67040,12141,66296
12464,73672,10875,70272
12973,82672,11729,79608
13810,88232,13089,84416
14379,98656,13950,90160
14236,108584,13554,95296
15183,113400,13903,101544
15176,123928,14226,109120
15023,133248,13337,116608
16068,137536,13568,121192
16608,142784,13671,128680
16936,150144,13983,136128
16616,154560,14563,142720
15783,161024,13758,146368
15859,166656,14070,151232
15915,170752,13450,155968
15145,172672,12490,160768
14470,175104,12754,160192
13202,173632,12625,161344
13377,174784,11498,155136
12849,174976,11962,152000
12382,168768,11485,144896
11752,164608,10354,134912
10301,159744,10519,126040
10488,149376,8567,115464
10005,140544,8611,101696
9094,126936,8533,94088
8254,116144,7641,83016
8001,104480,7633,74808
8124,95536,7680,69144
7967,83880,6577,60520
7410,71864,6786,51160
7244,63176,6983,46768
6923,54000,6707,42928
6877,49184,6111,39880
6217,45080,6138,34880
6213,39384,5769,32656
6321,36672,6062,31080
6580,33552,6080,28840
5942,31232,5866,27656
6484,30536,5795,27144
5641,28912,5883,25744
5891,28616,5803,27064
5892,28624,5760,24560
6266,27208,5754,25712
5668,28368,5078,23680
5836,29568,5513,24752
5680,29464,5515,24656
5212,30016,5486,25376
5881,28712,5501,24504
5352,29568,5927,26008
5679,30256,6094,25816
4941,29800,5526,25344
5594,29208,6204,27136
5433,29072,6346,29200
5811,31536,6551,27920
5655,31240,7066,30136
6667,34112,7067,30392
6748,33600,7609,29624
6689,35128,8369,30856
7233,36552,10774,32440
7759,38472,13774,32672
8757,38856,16760,32368
10948,38704,17320,31392
14753,38360,15265,25336
20192,38312,13598,22128
23264,36304,12859,21456
21928,32568,12314,21376
17416,27944,11650,23224
14666,23304,9972,22736
12389,22488,8480,22496
10569,23296,7725,22800
9349,21984,6304,21664
7720,23032,5891,19784
6533,21080,4924,19008
5783,20296,4236,16528
5744,18952,4450,14680
4488,18008,4075,12490
4276,15419,3996,12119
4225,14119,3802,9639
4047,12017,3169,8967
3615,11747,3139,8009
3463,8548,3517,6995
3503,7864,3142,6119
3636,6799,3279,5430
3363,6610,3278,5289
3038,6005,3281,5722
3107,5932,3098,4799
3354,5264,3515,5163
3174,4802,3357,4158
3597,5081,3419,4444
3571,4244,3656,4239
3816,4709,3439,4710
4006,4476,3472,4411
3429,4865,3896,4642
3551,4232,3953,4249
3908,4524,3576,4635
3645,4400,3446,4517
3786,4501,3135,4514
3201,4886,3001,4734
3239,5127,2466,4506
3008,5159,2476,4273
2905,4565,2283,4356
3015,4979,2301,4264
2864,4833,2064,4234
2443,4351,1891,3879
2316,4485,2283,4075
2103,3954,2269,3616
1931,4178,1927,3642
2117,4448,2013,4056
2203,3828,2135,3419
2162,3613,2215,3851
2090,4118,2082,3760
2008,3818,2169,3406
2004,3864,1965,4353
2345,3620,1813,4434
2000,4110,1843,4453
1975,4362,2170,5023
2204,4632,2021,5469
2146,5505,2003,6750
2136,6492,2187,8408
2320,8209,2453,10977
2244,10493,2393,12907
2507,12776,2322,16076
2248,16728,2632,18392
2447,19008,2618,22104
2644,22872,2433,25096
2823,27488,2802,26016
2396,29200,2791,28136
3107,31928,2787,28712
2881,33136,2587,29352
2779,33984,2795,30160
2913,34768,2791,28848
3087,33600,2792,27168
2816,34296,2698,28808
2807,33560,2091,29936
2413,33176,2201,30872
