"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",293990,60289,188792,39960,0.205071601074866,0.211661511080978,0.208366556077922
"R",1274988,266363,835264,176545,0.208914123113316,0.211364311163895,0.210139217138606
"T",1568978,326652,1024056,216505,0.20819412381818,0.211419102080355,0.209806612949267
