"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",220291,65155,303860,87425,0.295767870680146,0.287714737049957,0.291741303865051
"R",959483,289357,1296711,388262,0.301575952882959,0.299420611069082,0.30049828197602
"T",1179774,354512,1600571,475687,0.300491450057384,0.297198312352279,0.298844881204832
