"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",6864706,2022570,7990073,2340910,0.294633156904316,0.29297729820491,0.293805227554613
"R",26446038,9342573,30528042,10813038,0.353269287444872,0.354200180935286,0.353734734190079
"T",33310744,11365143,38518115,13153948,0.341185504592752,0.341500304467132,0.341342904529942
