"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",1253284,253904,878733,192652,0.202590953048152,0.219238380714051,0.210914666881101
"R",7113533,1562923,5435753,1185881,0.219711218040318,0.218163150533146,0.218937184286732
"T",8366817,1816827,6314486,1378533,0.217146735729968,0.218312781119477,0.217729758424722
