"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",101945,30777,99160,28811,0.301898082299279,0.290550625252118,0.296224353775698
"R",449306,133478,428615,124952,0.297075934886247,0.291525028288791,0.294300481587519
"T",551251,164255,527775,153763,0.297967713437255,0.291341954431339,0.294654833934297
