"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",271939,64318,232642,56781,0.236516277547538,0.244070288254056,0.240293282900797
"R",1161045,285641,1001205,252168,0.246020610742908,0.251864503273555,0.248942557008232
"T",1432984,349959,1233847,308949,0.24421696264578,0.250394903095765,0.247305932870772
