"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",119663,26254,183773,45526,0.219399480206914,0.247729535894827,0.233564508050871
"R",517884,114631,797466,198776,0.221344934386851,0.249259529559881,0.235302231973366
"T",637547,140885,981239,244302,0.220979786588283,0.248972982117507,0.234976384352895
