"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",300311,62507,317499,67448,0.208140893939949,0.212435314756897,0.210288104348423
"R",1276851,274606,1360617,296310,0.215065031080369,0.217776200062178,0.216420615571273
"T",1577162,337113,1678116,363758,0.213746590394646,0.216765706303974,0.21525614834931
