"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",180074,41700,180614,41238,0.231571465064362,0.228321171116303,0.229946318090333
"R",797428,183194,796145,181164,0.229731085439689,0.2275515138574,0.228641299648544
"T",977502,224894,976759,222402,0.230070117503596,0.227693832357828,0.228881974930712
