"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",119957,37096,107939,34187,0.309244145818918,0.31672518737435,0.312984666596634
"R",457386,123936,431280,114216,0.270965880022563,0.264830272676683,0.267898076349623
"T",577343,161032,539219,148403,0.278919117405078,0.275218417748633,0.277068767576855
