"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",52593,12144,51138,12234,0.230905253550853,0.23923501114631,0.235070132348581
"R",196166,40097,197383,40397,0.20440341343556,0.204663015558584,0.204533214497072
"T",248759,52241,248521,52631,0.210006472127642,0.211776871974602,0.210891672051122
