"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",189893,77886,195852,80368,0.410157299110552,0.410350672957131,0.410253986033841
"R",729798,263228,742766,271618,0.360686107662668,0.365684482057606,0.363185294860137
"T",919691,341114,938618,351986,0.370900661200338,0.375004527933622,0.37295259456698
