"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",40697,9856,45152,10287,0.242180013268791,0.227830439404678,0.235005226336734
"R",158133,32219,175330,33631,0.203746213630299,0.191815433753493,0.197780823691896
"T",198830,42075,220482,43918,0.211612935673691,0.199190863653269,0.20540189966348
