"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",79118,32265,75767,30018,0.407808589701459,0.396188314173717,0.401998451937588
"R",312834,107411,285673,99933,0.343348229412404,0.349816048418997,0.3465821389157
"T",391952,139676,361440,129951,0.356359962444381,0.359536852589641,0.357948407517011
