"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",3978295,802348,3563875,693773,0.201681373553243,0.194668163165094,0.198174768359169
"R",13137056,2711666,11339984,2344720,0.206413522177267,0.206765723831709,0.206589623004488
"T",17115351,3514014,14903859,3038493,0.20531358077319,0.203872902984388,0.204593241878789
