"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",76969,17387,78431,18834,0.225896140004417,0.240134640639543,0.23301539032198
"R",286050,56507,295299,61212,0.197542387694459,0.207288206191013,0.202415296942736
"T",363019,73894,373730,80046,0.203554083946019,0.214181360875498,0.208867722410759
