"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",28377,6804,31117,7525,0.23977164605138,0.241829225182376,0.240800435616878
"R",103531,21810,117801,24118,0.210661540987723,0.204735104116264,0.207698322551994
"T",131908,28615,148918,31643,0.216931497710526,0.212486066157214,0.21470878193387
