"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",71529,19490,70333,20260,0.27247689748214,0.288058237242831,0.280267567362485
"R",283748,64631,294579,67183,0.227776054809197,0.228064458091038,0.227920256450118
"T",355277,84121,364912,87443,0.236775811549861,0.239627636252028,0.238201723900944
