"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",3512157,801974,3270175,758837,0.228342297909803,0.232047826186672,0.230195062048237
"R",13550363,2710404,12847460,2564612,0.200024456909383,0.199620158381501,0.199822307645442
"T",17062520,3512378,16117635,3323449,0.205853414384276,0.206199544784331,0.206026479584304
