"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",34729,7837,32956,8063,0.225661550865271,0.244659546061415,0.235160548463343
"R",136979,25878,138522,26625,0.188919469407719,0.1922077359553,0.190563602681509
"T",171708,33715,171478,34688,0.196350781559392,0.202288340195244,0.199319560877318
