"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",34537,10145,36314,12867,0.293742942351681,0.354326155201851,0.324034548776766
"R",132023,33339,146764,42285,0.252524181392636,0.288115614183315,0.270319897787975
"T",166560,43484,183078,55152,0.261071085494717,0.301248648117196,0.281159866805956
