"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",122397,32161,99815,26374,0.262759708162782,0.264228823323148,0.263494265742965
"R",520049,141289,426916,115867,0.271684014390952,0.271404679140627,0.271544346765789
"T",642446,173450,526731,142241,0.269983780737992,0.270044861608677,0.270014321173334
